company_id,name
c0df2ee3-04f8-499f-858b-7274b4e8ba9c,ROCHE INNOVATION CENTER COPENHAGEN A/S
48cce3e6-154b-4189-aec6-9b53ad3ec076,"SYNOPSYS, INC."
b9911070-31c5-440b-809b-b9f0d4441276,MAQUET CARDIOVASCULAR LLC
d71bc2ee-5e7a-4aa4-8fa7-f258b4c3c2f9,"SANYO ELECTRIC CO., LTD."
3d293534-bf59-456f-b017-8f13bb82b10a,"Graph-It, Inc."
fa71f4fb-19e5-4e37-b756-8df52659152b,Mitsubishi Petrochemical Company Limited
1ab061e0-b987-469e-b746-753a96b6bb9f,The Gillette Company LLC
94151a46-2df3-43d4-89cd-fa28f64e3eb1,BISSELL Inc.
d1133537-4ff9-4e1b-aa57-e9d718d188e9,"Chotaro Engineering, Co."
29ff5bfb-ccbe-4f68-b7b4-486e2391416c,Telefonaktiebolaget LM Ericsson (Publ)
db29cb8d-eb06-4339-811d-ef880f4d8207,"Micronics Computers, Inc."
70902166-5406-45eb-93d7-5cfa58e4d5f4,"Hewlett-Packard Company, L.P."
6eead861-bbc5-4220-b485-5e3f4fd5350f,THE CHILDREN'S HOSPITAL OF PHILADELPHIA
c09f49d8-9286-4733-89ee-79dbd6a081b7,"AMAZON TECHNOLOGIES, INC."
aad9702a-17ac-4569-a4d0-19f6872cc7fe,"Coulter Electronics, Inc."
ed064d10-3db6-4ca6-8e3d-48c8a897c4d1,L'Oreal S.A.
b2b5717c-6347-404d-a178-0e31496812b6,"RAWLINGS SPORTING GOODS COMPANY, INC."
de003018-d2c6-4254-97f7-2088a77bd4d2,Lembaga Minyak Sawit Malaysia
c19be101-3e6f-4857-893a-a29d1f26a154,KOLIBRI BETEILIGUNGSGESELLSCHAFT MBH & CO. KGAA
f3263a13-7807-4ef3-bf26-23f00a02ce47,Masimo Corporation
54693776-6f4c-4bc1-9879-d3c783dac569,E.I. DU PONT DE NEMOURS AND COMPANY
a90e9fd0-52e6-43d3-b861-4a87a6e54cb8,Kabushiki Kaisha Toshiba
f7e7a6f6-6fd5-48c7-934b-11126b43cc2e,2336063 ONTARIO INC.
c049aef8-d75f-4975-8521-c8d31c140622,Lear Corporation
7e9dc7be-fd6b-4249-b8a7-fe3b9790f827,"Therapeutic Technologies, Inc."
cce0f95f-0581-483d-aedf-4158f5b0d023,"Dade International, Inc."
fc184baa-2e40-4bcb-a149-a7c2de93ce43,"L'Air Liquide, Societe Anonyme Pour l'Etude et l'Exploitation des Procedes Georges Claude"
d0316cfd-3690-40e7-8cb8-ef42b7c84039,Filterwerk Mann & Hummel GmbH
e3177668-a2e6-45b8-8f55-354bc200628d,SAP SE
ce7ae6cf-5a4b-44aa-bf4e-0d912e533d32,A.W. CHESTERTON COMPANY
a680a5d0-5e5a-411c-b65f-8db0e67fa031,BLACK & DECKER INC.
60e8a69e-c87d-4d07-b648-69399910637d,OSHKOSH CORPORATION
bb7e5a8f-2c56-4a14-8b19-2c204b94a583,"Sumitomo Electric Industries, Ltd."
3ee5797d-e05a-4897-96d3-c4a9bd00ad9a,Oracle Corporation
28c99712-fa05-4d0d-b314-2328fb89e113,The Regents of the University of California
5cbf6cf6-08d1-41e2-aba6-46b689895c03,Microsoft Corporation
1a4ab895-f2af-42d3-8ff4-034a90505e17,"SHEI CHUNG HSIN IND. CO., LTD."
d1d96a91-c5e6-4090-ba39-4af2494eb35c,"SAMSUNG ELECTRONICS CO., LTD."
c65df695-1358-47f0-be48-9e59276a31ca,Infineon Technologies AG
cf25459e-aa65-4651-b834-4851f756ea55,HONEYWELL INTERNATIONAL INC.
fde582c4-77ba-4466-91eb-19ed0eb06b6b,Eaton Corporation
6e80a706-ca3c-437b-8a9c-aae8b5efba57,International Business Machines Corporation
e7980071-7292-4787-9821-7a5ba6c9a519,NORTHROP GRUMMAN CORPORATION
28c99712-fa05-4d0d-b314-2328fb89e113,The Regents of the University of California
bc1eef40-8524-48f1-9eb9-df4384e8158c,A School Corporation Kansai University
115b5e88-c8a5-4ab2-a222-cd6491d70fc6,A.E. Staley Manufacturing Company
6e80a706-ca3c-437b-8a9c-aae8b5efba57,International Business Machines Corporation
8afea979-4489-4255-909d-a5c0c58fe00b,Orthomed Sarl
33fd4f24-28ae-44d2-b46c-fe2ce17ba21d,Memorial Sloan Kettering Cancer Center
312282d7-006d-41a2-a214-014867bd7584,Unknown
74245b1a-4bba-417a-9605-e7b8f0e0cde0,GM GLOBAL TECHNOLOGY OPERATIONS LLC
45abda4e-e43d-4675-b865-caad29af5059,"MIYAKOSHI PRINTING MACHINERY CO., LTD."
055ef602-63ce-4d10-8bbe-1166ae36874e,Bishop Fox
8010cb66-3f67-4f35-919f-ce57df12b2c2,Caterpillar Inc.
5ced4710-ee78-4640-9a9e-6d032de606b0,"Acer Peripherals, Inc."
3c6b1357-c8fd-43ba-bfc3-cc3f44cee9b0,"Huawei Technologies Co., Ltd."
b7e0d797-3d88-414d-a8ae-65368b225dbd,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL)
d971b4a8-cd08-4b48-8dc2-8cfefc74645b,"Conopco, Inc."
3634b505-ef2a-48b8-bbd3-1c778863cb51,BARCELONA SUPERCOMPUTING CENTER-CENTRO NACIONAL DE SUPERCOMPUTACION
fe44f2af-07a9-4252-a337-b37c1711a034,Catalytic Distillation Technologies
a471552d-2d4b-425e-ab54-f870f5e2b08c,The Boeing Company
4d09e085-5712-4b8e-9921-1853be9ca58f,"Berry Global, Inc."
7416ec27-132d-4647-9131-8d04f6c4f2e4,SOMAR CORPORATION
6e80a706-ca3c-437b-8a9c-aae8b5efba57,International Business Machines Corporation
53465aac-f310-44f7-98aa-f90414be5063,BAYER HEALTHCARE LLC
feec19bb-a5a4-4342-ac5c-4d4ed5f879fb,"Rochester Sensors, LLC"
7fc30c24-9892-495d-a24d-4b529e535b51,"IDEMITSU KOSAN CO., LTD."
c5a9730b-90d0-44e1-8550-91287e5a30c1,UNIST(ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY)
24e4f89b-8c8c-40c0-8b6b-480be0dacbe9,Callaway Golf Company
af1c1db8-dc03-4036-a732-d81d2ad09c0c,SONY GROUP CORPORATION
21783a01-c4d5-4c82-92b4-550a8ad19aaf,"ZHUHAI UNILINK TECHNOLOGY CO., LTD."
b370d22c-51a6-4e09-83ba-f9cafff3e028,"Palau Pharma, S.A."
c09f49d8-9286-4733-89ee-79dbd6a081b7,"AMAZON TECHNOLOGIES, INC."
d1d96a91-c5e6-4090-ba39-4af2494eb35c,"SAMSUNG ELECTRONICS CO., LTD."
f676614e-5741-4b44-a8fb-81ceb9fca2d2,"HOWA MACHINERY, LTD."
66baab19-803b-42e6-9cc7-dcc168a81d36,"System Create Co., Ltd."
af1c1db8-dc03-4036-a732-d81d2ad09c0c,SONY GROUP CORPORATION
8bf75c3f-cf51-404f-ae2b-71a16228aad6,Masonite Corporation
c67b7e19-6fe8-45e1-a530-9fcfb1928129,Crane ChemPharma & Energy Corp.
cf4da630-d78e-4761-89a4-20c6736ac290,Mitsubishi Electric Corporation
61d52265-4aea-4f20-b743-c4a9faef6860,Canon Kabushiki Kaisha
6893bdbf-8b30-4c0b-afa3-5f7348a0fb58,Weidmüller Interface GmbH & Co. KG and PH
098aec6f-a0bc-489a-90d7-b6ed90d58a3b,The Electricity Council
6a8c51e1-9e67-426c-aae4-efdc7901ac97,Jefferson Smurfit Corporation
f96768c7-322f-4294-86d8-b12438e62818,"KARL STORZ Imaging, Inc."
a401036b-6a3a-4c8b-ac43-f4684dba7006,Arm Limited
cf4da630-d78e-4761-89a4-20c6736ac290,Mitsubishi Electric Corporation
cf25459e-aa65-4651-b834-4851f756ea55,HONEYWELL INTERNATIONAL INC.
bc398227-4274-4242-acf4-6881b3dd90fa,POWERCHIP SEMICONDUCTOR CORP.
1abcc1f1-40ca-405d-8248-ed39ff74ce89,"Ford Global Technologies, LLC"
d1c3452c-e8a1-443b-b47f-4b317f7833d6,Triangle Package Machinery Co.
04a029c5-a49a-4da8-bad8-918ddca808cb,WISTRON CORPORATION
6326da5f-8cb5-4e23-8929-4dd62cba64d3,"HITACHI, LTD."
d1d96a91-c5e6-4090-ba39-4af2494eb35c,"SAMSUNG ELECTRONICS CO., LTD."
3c5b4961-01d1-4192-844e-d7f77c8a6fd4,SAFRAN HELICOPTER ENGINES
6697c694-6330-4dde-8a18-19d5529992c5,Amarantine N.V.
136e0aff-6d70-40aa-b9b0-28c18871fc21,MANDOM CORPORATION
178b04d2-67a0-493b-85e3-dbf1f113393d,"Fu Tai Hua Industry (Shenzhen) Co., Ltd."
b5c7170d-3913-4b8d-9fc1-ad3da9442438,Societe D'Applications D'Electricite et de Mecanique SAGEM
c7e6c401-abf5-4209-b02d-cf707f1ec60c,SR Technos Ltd.
b6525b2a-056b-4ce2-ad1f-90f745aefe9a,"KANSAI PAINT CO., LTD."
80f25017-5de3-4282-a852-5b8d7656a6ea,Ford Motor Company
1bfb95d8-db97-43b3-9d0e-4fa892ec903b,CHEVRON U.S.A. INC.
05e2afc7-462e-4732-80fd-5ce14e32d8ed,BOARD OF SUPERVISORS OF LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COLLEGE
b3d31531-7191-4df1-a993-6fc50cbbe992,KAO CORPORATION
1e82593c-2224-4d7f-85cd-ed4dc63aceb3,SAFRAN
92fe68a8-4fff-4981-8758-166a66d072d4,Courtaulds Coatings (Holdings) Limited
32ebb7c6-cd44-493a-9bcc-dd0c70c497e9,BAE SYSTEMS PLC
1bfb95d8-db97-43b3-9d0e-4fa892ec903b,CHEVRON U.S.A. INC.
d1d96a91-c5e6-4090-ba39-4af2494eb35c,"SAMSUNG ELECTRONICS CO., LTD."
8f8186b6-6222-4f73-b65c-a3c2081bb52a,Hilton Gun Company Limited
be9e0076-0dbf-43c0-aaac-e662619b6b1a,Comptoir Lyon-Alemand-Louyot
544e169d-faed-439f-a1e1-f5810eb834ed,R.G.B. S.p.A.
efd2d42a-9faf-4c64-b194-5b0dc29cfa8e,TOYOTA JIDOSHA KABUSHIKI KAISHA
ab73fc7c-a823-471d-bc7d-78e18042c6e9,Verily Life Sciences LLC
970ff225-034a-4601-a3bf-3dc0ba2d7734,Vancouver
191afb75-cd87-45d9-b5c3-b8a91d00dacd,JOHNSON ELECTRIC S.A.
5edd3c66-1e54-4c34-ae17-8c96ac1b7b0a,"AVID TECHNOLOGY, INC."
71692346-c49b-4fd2-8292-97bbe98c9b32,"Curemark, LLC"
051d8c04-4d1b-4090-aea9-734b92e7f3a8,Unknown
95c789e7-1a6d-440a-8077-98c070f83c30,QUALCOMM Incorporated
0b69cd24-b9e1-4e8d-9640-004082140218,SYRACUSE CHINA COMPANY
69976437-98f0-4126-927f-d58d3c75991f,Graco Minnesota Inc.
317ef362-07bc-404e-8957-81af07650716,"Martigold Enterprises, LLC"
c325b5bf-f458-478d-b8a1-94fb7c243613,Chemische Werke Huels Aktiengesellschaft
5491322d-78a3-4b97-80d9-600f83ff75a7,NEC CORPORATION
ef408e3c-0d9f-4830-bf9f-b97509a1b9de,Innovative Micro Technology
885e743f-7eff-4f04-a409-7d5ebcd2e8ff,LENOVO ENTERPRISE SOLUTIONS (SINGAPORE) PTE. LTD.
2fddf0ea-0dec-49fe-a210-0b12f7b431cc,Water Security Corporation
2f56ceea-2cc9-4fdd-b9db-0e19772c9212,Atlantic Richfield Company
830f6081-6f2c-4afe-a90c-fc4726a9405c,EnTec Gesellschaft fuer Endokrinologische Technologie m.b.H.
28d28365-7351-4a07-9b2e-44ffebcd9e77,"Lab Products, Inc."
88440046-56eb-4ffd-8f4e-f2efead150e8,LMT Radio Professionnelle
3a279fc2-3071-4423-86b7-2bda55defd6e,Bayer Pharmaceuticals Corporation
825c77bd-ad16-4b90-a602-7d415dbf146f,"Shachihata Industrial Co., Ltd."
d1d96a91-c5e6-4090-ba39-4af2494eb35c,"SAMSUNG ELECTRONICS CO., LTD."
04cf36fb-6586-43bb-be4b-44504ad76657,Unknown
5c4aa5f4-33f1-4652-b9b4-ccfeb414800e,BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY
f131a7f2-b837-42d8-a5b6-4bf27ffab7e5,Kloeckner-Humboldt-Deutz AG
07d57283-bd3a-43ee-bd0a-3058273ac4f6,KORLOY INC.
15c1dcc7-d38d-485f-903f-d31824855ae4,"Hemex, Inc."
3b3096fb-49e9-4092-872d-b0742ee467c5,Witte Automotive GmbH
f796e4fb-9748-4d91-9bc7-a43f54dc5878,Hansa Metallwerke AG
bb7e5a8f-2c56-4a14-8b19-2c204b94a583,"Sumitomo Electric Industries, Ltd."
064b79e9-be22-4b55-916c-36b553c1fe49,Forestry and Fishries
5491322d-78a3-4b97-80d9-600f83ff75a7,NEC CORPORATION
a5868b16-0bd4-4e4a-a1d9-0ad1fd0c10cd,TE CONNECTIVITY SERVICES GMBH
29ff5bfb-ccbe-4f68-b7b4-486e2391416c,Telefonaktiebolaget LM Ericsson (Publ)
9331b30f-1aff-431c-aedb-a4d584520ce7,"SHIN-ETSU CHEMICAL CO., LTD."
efd2d42a-9faf-4c64-b194-5b0dc29cfa8e,TOYOTA JIDOSHA KABUSHIKI KAISHA
78dfa89f-5912-41de-a76a-d677792e0b51,Nortel Networks Limited
5491322d-78a3-4b97-80d9-600f83ff75a7,NEC CORPORATION
d0aa412d-9a14-4d27-90c4-3a16ce9a5a7d,"Virgo Optics, Inc."
ff7e3335-46c0-4863-957b-560fecfb26cf,"DAQRI, LLC"
b01466a6-07a0-408e-bfdc-4ffcf5deebbd,"NOTEVAULT, INC."
32825791-bb05-4601-9f5d-88053925f5ec,BROTHER KOGYO KABUSHIKI KAISHA
06671f2f-8300-4b9b-a197-f82044e04433,"Hitachi Global Storage Technologies Japan, Ltd."
